,Time,Sentiment,Price
0,1902041327,0.07131929590017826,3464.48280625
1,1902041328,0.07249576648841355,3466.63511425
2,1902041329,0.08131929590017825,3466.63511425
3,1902041330,0.08110360962566845,3466.63511425
4,1902041332,0.08244050802139039,3472.56843556
5,1902041333,0.08244050802139039,3472.56843556
6,1902041334,0.0827840909090909,3474.44568499
7,1902041335,0.0827840909090909,3474.44568499
8,1902041336,0.08538168449197861,3474.44568499
9,1902041337,0.08538168449197861,3474.56559303
10,1902041338,0.08538168449197861,3474.56559303
11,1902041339,0.0875886093073593,3474.56559303
12,1902041340,0.0875886093073593,3471.03411449
13,1902041341,0.08361697860962566,3471.03411449
14,1902041342,0.08580289502164502,3471.03411449
15,1902041343,0.08580289502164502,3472.10548547
16,1902041344,0.08580289502164502,3472.10548547
17,1902041345,0.08580289502164502,3472.10548547
18,1902041346,0.08898078002244669,3470.77362884
19,1902041347,0.08898078002244669,3470.77362884
20,1902041348,0.08838849431818183,3470.77362884
21,1902041349,0.087297278338945,3472.12316947
22,1902041350,0.09233023835920176,3472.12316947
23,1902041351,0.09347011784511784,3474.91449504
24,1902041352,0.09347011784511784,3474.91449504
25,1902041353,0.09347011784511784,3474.91449504
26,1902041354,0.09347011784511784,3473.98107099
27,1902041355,0.09347011784511784,3473.98107099
28,1902041356,0.09347011784511784,3473.98107099
29,1902041357,0.09347011784511784,3476.56549365
30,1902041358,0.09347011784511784,3476.56549365
31,1902041359,0.0943118686868687,3476.56549365
32,1902041400,0.09549076704545456,3470.51107998
33,1902041401,0.10199295166858456,3470.51107998
34,1902041402,0.1015703125,3470.51107998
35,1902041403,0.10242258522727272,3469.97211601
36,1902041405,0.10242258522727274,3469.97211601
37,1902041406,0.10417937284234753,3469.94858387
38,1902041407,0.10590549482163404,3469.94858387
39,1902041408,0.10130250287686997,3469.94858387
40,1902041409,0.10130250287686997,3473.59050018
41,1902041410,0.10132645903479236,3473.59050018
42,1902041411,0.10132645903479236,3473.59050018
43,1902041412,0.10259303977272728,3474.14303137
44,1902041413,0.10259303977272728,3474.14303137
45,1902041414,0.10343083613916948,3474.14303137
46,1902041415,0.10343083613916948,3474.86619843
47,1902041416,0.10343083613916948,3474.86619843
48,1902041417,0.10343083613916948,3474.86619843
49,1902041418,0.10034021618625276,3474.86619843
50,1902041419,0.10034021618625276,3473.6407022
51,1902041549,0.11000222816399284,3451.12305296
52,1902041550,0.11000222816399287,3451.12305296
53,1902041551,0.11000222816399287,3455.54127539
54,1902041552,0.11000222816399287,3455.54127539
55,1902041553,0.10492201426024957,3455.54127539
56,1902041554,0.10492201426024957,3457.58291854
57,1902041555,0.10492201426024957,3457.58291854
58,1902041556,0.10492201426024957,3457.58291854
59,1902041557,0.10492201426024957,3454.91225445
60,1902041558,0.10951760249554368,3454.91225445
61,1902041559,0.107845193001443,3450.26375724
62,1902041600,0.10486900252525252,3450.26375724
63,1902041601,0.10486900252525252,3450.26375724
64,1902041602,0.10742678307464892,3454.10027456
65,1902041603,0.10742678307464892,3454.10027456
66,1902041604,0.10742678307464892,3454.10027456
67,1902041605,0.10914453267615916,3452.93992511
68,1902041607,0.10914453267615916,3452.85311529
69,1902041608,0.10914453267615916,3452.85311529
70,1902041609,0.107845193001443,3452.85311529
71,1902041610,0.107845193001443,3452.22972314
