2019/01/01 18:33,3765.82008941
2019/01/01 18:35,3767.70696441
2019/01/01 18:36,3767.70696441
2019/01/01 18:37,3767.70696441
2019/01/01 18:38,3768.42250828
2019/01/01 18:39,3768.42250828
2019/01/01 18:40,3768.42250828
2019/01/01 18:41,3764.16956952
2019/01/01 18:42,3764.16956952
2019/01/01 18:43,3764.16956952
2019/01/01 18:44,3772.65629547
2019/01/01 18:45,3772.65629547
2019/01/01 18:46,3771.07237488
2019/01/01 18:47,3771.07237488
2019/01/01 18:48,3771.07237488
2019/01/01 18:49,3763.30900225
2019/01/01 18:50,3763.30900225
2019/01/01 18:51,3763.30900225
2019/01/01 18:52,3763.31166598
2019/01/01 18:53,3763.31166598
2019/01/01 18:54,3763.31166598
2019/01/01 18:55,3762.90305611
2019/01/01 18:56,3762.90305611
2019/01/01 18:57,3762.90305611
2019/01/01 18:58,3769.14993534
2019/01/01 18:59,3769.14993534
2019/01/01 19:00,3769.14993534
2019/01/01 19:02,3765.81938066
2019/01/01 19:03,3765.81938066
2019/01/01 19:04,3763.68379042
2019/01/01 19:05,3763.68379042
2019/01/01 19:06,3763.68379042
2019/01/01 19:07,3762.95582237
2019/01/01 19:08,3762.95582237
2019/01/01 19:09,3762.95582237
2019/01/01 19:10,3766.77256803
2019/01/01 19:11,3766.77256803
2019/01/01 19:12,3766.77256803
2019/01/01 19:13,3767.76582156
2019/01/01 19:14,3767.76582156
2019/01/01 19:15,3767.76582156
2019/01/01 19:16,3770.43893801
2019/01/01 19:17,3770.43893801
2019/01/01 19:18,3767.30858417
2019/01/01 19:19,3767.30858417
2019/01/01 19:20,3767.30858417
2019/01/01 19:21,3761.74918361
2019/01/01 19:22,3761.74918361
2019/01/01 19:23,3761.74918361
2019/01/01 19:24,3774.81344914
2019/01/01 19:25,3774.81344914
2019/01/01 19:26,3774.81344914
2019/01/01 19:27,3771.68609598
2019/01/01 19:28,3771.68609598
2019/01/01 19:30,3776.08954999
2019/01/01 19:31,3776.08954999
2019/01/01 19:32,3776.08954999
2019/01/01 19:33,3767.7729788
2019/01/01 19:34,3767.7729788
2019/01/01 19:35,3767.7729788
2019/01/01 19:36,3765.98433963
2019/01/01 19:37,3765.98433963
2019/01/01 19:38,3765.98433963
2019/01/01 19:39,3756.21511493
2019/01/01 19:40,3756.21511493
2019/01/01 19:41,3756.21511493
2019/01/01 19:42,3762.53866405
2019/01/01 19:43,3762.53866405
2019/01/01 19:44,3762.53866405
2019/01/01 19:45,3759.23701291
2019/01/01 19:46,3759.23701291
2019/01/01 19:47,3759.23701291
2019/01/01 19:48,3764.01659911
2019/01/01 19:49,3764.01659911
2019/01/02 12:29,3821.81229797
2019/01/02 12:30,3820.94350576
2019/01/02 12:31,3820.94350576
2019/01/02 12:32,3819.78266434
2019/01/02 12:33,3819.78266434
2019/01/02 12:34,3819.78266434
2019/01/02 12:35,3816.97950687
2019/01/02 12:36,3816.97950687
2019/01/02 12:37,3816.97950687
2019/01/02 12:38,3819.13257303
2019/01/02 12:39,3819.13257303
2019/01/02 12:40,3819.13257303
2019/01/02 12:41,3819.13257303
2019/01/02 12:42,3822.93148543
2019/01/02 12:43,3822.93148543
2019/01/02 12:44,3822.93148543
2019/01/02 12:45,3827.85771997
2019/01/02 12:47,3830.29580211
2019/01/02 12:48,3830.29580211
2019/01/02 12:49,3830.29580211
2019/01/02 12:50,3830.29580211
2019/01/02 12:51,3832.76954382
2019/01/02 12:52,3832.76954382
2019/01/02 12:53,3832.76954382
2019/01/02 12:54,3832.50814268
2019/01/02 12:55,3832.50814268
2019/01/02 12:56,3828.77572783
2019/01/02 12:57,3828.77572783
2019/01/02 12:58,3828.77572783
2019/01/02 12:59,3828.77572783
2019/01/02 13:00,3825.85144029
2019/01/02 13:01,3825.85144029
