1901011833,3765.82008941
1901011835,3767.70696441
1901011836,3767.70696441
1901011837,3767.70696441
1901011838,3768.42250828
1901011839,3768.42250828
1901011840,3768.42250828
1901011841,3764.16956952
1901011842,3764.16956952
1901011843,3764.16956952
1901011844,3772.65629547
1901011845,3772.65629547
1901011846,3771.07237488
1901011847,3771.07237488
1901011848,3771.07237488
1901011849,3763.30900225
1901011850,3763.30900225
1901011851,3763.30900225
1901011852,3763.31166598
1901011853,3763.31166598
1901011854,3763.31166598
1901011855,3762.90305611
1901011856,3762.90305611
1901011857,3762.90305611
1901011858,3769.14993534
1901011859,3769.14993534
1901011900,3769.14993534
1901011902,3765.81938066
1901011903,3765.81938066
1901011904,3763.68379042
1901011905,3763.68379042
1901011906,3763.68379042
1901011907,3762.95582237
1901011908,3762.95582237
1901011909,3762.95582237
1901011910,3766.77256803
1901011911,3766.77256803
1901011912,3766.77256803
1901011913,3767.76582156
1901011914,3767.76582156
1901011915,3767.76582156
1901011916,3770.43893801
1901011917,3770.43893801
1901011918,3767.30858417
1901011919,3767.30858417
1901011920,3767.30858417
1901011921,3761.74918361
1901011922,3761.74918361
1901011923,3761.74918361
1901011924,3774.81344914
1901011925,3774.81344914
1901011926,3774.81344914
1901011927,3771.68609598
1901011928,3771.68609598
1901011930,3776.08954999
1901011931,3776.08954999
1901011932,3776.08954999
1901011933,3767.7729788
1901011934,3767.7729788
1901011935,3767.7729788
1901011936,3765.98433963
1901011937,3765.98433963
1901011938,3765.98433963
1901011939,3756.21511493
1901011940,3756.21511493
1901011941,3756.21511493
1901011942,3762.53866405
1901011943,3762.53866405
1901011944,3762.53866405
1901011945,3759.23701291
1901011946,3759.23701291
1901011947,3759.23701291
1901011948,3764.01659911
1901011949,3764.01659911
1901021229,3821.81229797
1901021230,3820.94350576
1901021231,3820.94350576
1901021232,3819.78266434
1901021233,3819.78266434
1901021234,3819.78266434
1901021235,3816.97950687
1901021236,3816.97950687
1901021237,3816.97950687
1901021238,3819.13257303
1901021239,3819.13257303
1901021240,3819.13257303
1901021241,3819.13257303
1901021242,3822.93148543
1901021243,3822.93148543
1901021244,3822.93148543
1901021245,3827.85771997
1901021247,3830.29580211
1901021248,3830.29580211
1901021249,3830.29580211
1901021250,3830.29580211
1901021251,3832.76954382
1901021252,3832.76954382
1901021253,3832.76954382
1901021254,3832.50814268
1901021255,3832.50814268
1901021256,3828.77572783
1901021257,3828.77572783
1901021258,3828.77572783
1901021259,3828.77572783
1901021300,3825.85144029
1901021301,3825.85144029
1901021302,3825.40979989
1901021303,3825.40979989
1901021304,3825.40979989
1901021305,3826.71709377
1901021306,3826.71709377
1901021307,3826.71709377
1901021308,3828.32975186
1901021309,3828.32975186
1901021310,3828.32975186
1901021311,3830.28030234
1901021314,3830.28030234
1901021315,3832.01741693
1901021316,3832.01741693
1901021317,3832.1525288
1901021318,3832.1525288
1901021319,3832.1525288
1901021320,3832.1525288
1901021321,3831.58813144
1901021322,3831.58813144
1901021323,3831.58813144
1901021324,3832.00672756
1901021325,3832.00672756
1901021326,3832.00672756
1901021327,3831.17940193
1901021328,3831.17940193
1901021329,3831.76710394
1901031438,3879.58802079
1901031439,3879.58802079
1901031440,3880.15318554
1901031441,3880.15318554
1901031442,3880.15318554
1901031443,3880.97415824
1901031444,3880.97415824
1901031445,3880.97415824
1901031446,3878.03326621
1901031447,3878.03326621
1901031448,3878.03326621
1901031449,3882.91687307
1901031450,3882.91687307
1901031452,3885.21172047
1901031453,3885.21172047
1901031454,3885.21172047
1901031455,3881.24149305
1901031456,3881.24149305
1901031457,3877.34674173
1901031458,3877.34674173
1901031459,3877.34674173
1901031500,3877.57745758
1901031501,3877.57745758
1901031502,3877.57745758
1901031503,3877.10470002
1901031504,3877.10470002
1901031505,3883.67262138
1901031506,3883.67262138
1901031507,3883.67262138
1901031508,3877.65303856
1901031509,3877.65303856
1901031510,3872.92453249
1901031511,3872.92453249
1901031512,3872.92453249
1901031513,3869.90074529
1901031514,3869.90074529
1901031515,3869.90074529
1901031516,3868.18277363
1901031517,3868.18277363
1901031518,3868.18277363
1901031521,3876.89958183
1901031522,3876.89958183
1901031523,3876.24364891
1901031524,3876.24364891
1901031525,3876.24364891
1901031526,3878.27160895
1901031527,3878.27160895
1901031528,3878.27160895
1901031529,3882.28070733
1901031530,3882.28070733
1901031531,3882.28070733
1901031532,3881.73703308
1901031533,3881.73703308
1901031534,3881.73703308
1901031535,3881.5976033
1901031536,3881.5976033
1901031537,3881.5976033
1901031538,3877.99843228
1901031539,3877.99843228
1901031540,3879.77565519
1901031541,3879.77565519
1901031542,3879.77565519
1901031543,3888.03860997
1901031544,3888.03860997
1901031545,3888.03860997
1901031546,3888.79384513
1901031548,3888.79384513
1901031549,3887.93733915
1901041932,3813.21958003
1901041933,3813.21958003
1901041934,3813.21958003
1901041936,3814.53429888
1901041937,3814.53429888
1901041938,3816.47147473
1901041939,3816.47147473
1901041940,3816.1286403
1901041941,3816.1286403
1901041942,3816.1286403
1901041943,3817.53919755
1901041944,3817.53919755
1901041945,3817.53919755
1901041946,3818.35204298
1901041947,3818.35204298
1901041948,3818.35204298
1901041949,3813.27463419
1901041950,3813.27463419
1901041951,3813.27463419
1901041952,3813.05346429
1901041953,3813.05346429
1901041954,3813.05346429
1901041955,3817.98409289
1901041956,3817.98409289
1901041957,3817.98409289
1901041959,3813.26219455
1901042001,3815.12514051
1901042002,3815.12514051
1901042003,3815.12514051
1901042004,3812.97420271
1901042005,3812.97420271
1901042006,3812.97420271
1901042007,3812.22874527
1901042008,3812.22874527
1901042009,3812.22874527
